;;;;;;;;;Participante doador;;Participante tomador;
XPML11;3;0,14%;113.950.498;Balcão;17/09/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;155;3,10%;113.950.501;Balcão;17/09/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SPCX34;241;0,10%;113.950.497;Balcão;17/09/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;180;3,10%;113.950.502;Balcão;17/09/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;240;3,10%;113.950.499;Balcão;17/09/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;170;3,10%;113.950.500;Balcão;17/09/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;200;3,10%;113.950.495;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;13;3,10%;113.950.496;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SPCX34;34;0,10%;113.950.494;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;160;3,10%;113.950.492;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;1.400;3,10%;113.950.490;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SPCX34;75;0,10%;113.950.488;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;100;3,10%;113.950.487;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;455;3,10%;113.950.491;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;200;3,10%;113.950.493;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
WEST3;106;1,37%;113.950.486;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;300;3,10%;113.950.483;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;420;3,10%;113.950.484;Balcão;17/09/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
WEST3;40;1,37%;113.950.485;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SPCX34;15;0,10%;113.950.480;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;185;3,10%;113.950.482;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MRVE3;500;21,63%;113.950.471;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SPCX34;1;0,10%;113.950.481;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;158;3,10%;113.950.478;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TEND3;313;0,08%;113.950.476;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;100;3,10%;113.950.477;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SPCX34;2;0,10%;113.950.475;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MRVE3;20;21,63%;113.950.469;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PASS3;10;0,32%;113.950.473;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PRIO3;45;0,04%;113.950.470;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MBRF3;542;4,24%;113.950.472;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MRVE3;29;21,63%;113.950.468;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;78;3,10%;113.950.466;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SPCX34;132;0,10%;113.950.465;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
QUAL3;600;0,49%;113.950.458;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;302;3,10%;113.950.467;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PCAR3;400;0,12%;113.950.462;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
WEST3;2.054;1,37%;113.950.464;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
QUAL3;1.000;0,49%;113.950.463;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
QUAL3;400;0,49%;113.950.460;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;151;0,04%;113.950.459;Balcão;17/09/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;100;3,10%;113.950.461;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MDIA3;1.300;0,04%;113.950.457;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;333;3,10%;113.950.455;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;1;3,10%;113.950.453;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
QUAL3;1.000;0,49%;113.950.456;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PASS3;1;0,32%;113.950.454;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PASS3;149;0,32%;113.950.451;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;900;3,10%;113.950.452;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PRIO3;59;0,04%;113.950.447;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PRIO3;55;0,04%;113.950.449;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PRIO3;222;0,04%;113.950.448;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
NVDC34;5;0,14%;113.950.446;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
NVDC34;6;0,14%;113.950.444;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVA3;950;3,10%;113.950.445;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PMAM3;2.300;2,18%;113.950.441;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PASS3;40;0,32%;113.950.442;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LJQQ3;528;2,34%;113.950.440;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MRVE3;1;21,63%;113.950.443;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;25;0,04%;113.950.439;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MRVE3;289;21,63%;113.950.438;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MRVE3;161;21,63%;113.950.437;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MBRF3;858;4,24%;113.950.436;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ORVR3;10;1,88%;113.950.435;Balcão;17/09/2026;18:53:11;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;1;11,44%;113.950.433;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MDIA3;2;0,04%;113.950.432;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;2.400;0,04%;113.950.434;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PRIO3;219;0,04%;113.950.431;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LJQQ3;172;2,34%;113.950.424;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MDIA3;17;0,04%;113.950.430;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASML34;16;0,10%;113.950.429;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;1;0,04%;113.950.428;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MDIA3;20;0,04%;113.950.427;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
GFSA3;2;18,86%;113.950.423;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;1;11,44%;113.950.425;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
NVDC34;489;0,14%;113.950.426;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MDIA3;43;0,04%;113.950.419;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
FLRY3;100;1,96%;113.950.415;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;93;0,04%;113.950.421;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
GFSA3;998;18,86%;113.950.420;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;1;11,44%;113.950.422;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;30;0,04%;113.950.418;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;2;11,44%;113.950.416;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;1;11,44%;113.950.417;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;500;0,25%;113.950.413;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ECOR3;50;0,05%;113.950.412;Balcão;17/09/2026;18:53:10;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ECOR3;50;0,05%;113.950.414;Balcão;17/09/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MDIA3;210;0,04%;113.950.411;Balcão;17/09/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIG4;75;0,03%;113.950.407;Balcão;17/09/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MDIA3;58;0,04%;113.950.404;Balcão;17/09/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIG4;1.500;0,03%;113.950.410;Balcão;17/09/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;10;11,44%;113.950.403;Balcão;17/09/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MDIA3;94;0,04%;113.950.409;Balcão;17/09/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;5;11,44%;113.950.408;Balcão;17/09/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MDIA3;234;0,04%;113.950.405;Balcão;17/09/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;10;11,44%;113.950.406;Balcão;17/09/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIG4;400;0,03%;113.950.402;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;1;11,44%;113.950.400;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;20;11,44%;113.950.397;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MDIA3;392;0,04%;113.950.401;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;69;11,44%;113.950.396;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AURA33;20;0,13%;113.950.399;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIG4;11.000;0,03%;113.950.398;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;4;11,44%;113.950.394;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MDIA3;630;0,04%;113.950.395;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;20;11,44%;113.950.393;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;75;11,44%;113.950.392;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;9;11,44%;113.950.390;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;5;11,44%;113.950.389;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
B3SA3;1.000;0,08%;113.950.391;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;22;11,44%;113.950.388;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;500;0,04%;113.950.386;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIG4;800;0,03%;113.950.387;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIG4;4.225;0,03%;113.950.383;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;100;11,44%;113.950.381;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ARML3;500;0,10%;113.950.384;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;454;11,44%;113.950.382;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;100;0,04%;113.950.385;Balcão;17/09/2026;18:53:07;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;1.000;0,04%;113.950.380;Balcão;17/09/2026;18:53:06;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
B3SA3;200;0,08%;113.950.375;Balcão;17/09/2026;18:53:06;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;555;11,44%;113.950.372;Balcão;17/09/2026;18:53:06;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;1.431;11,44%;113.950.374;Balcão;17/09/2026;18:53:06;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;1.000;0,04%;113.950.378;Balcão;17/09/2026;18:53:06;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;1.091;11,44%;113.950.373;Balcão;17/09/2026;18:53:06;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AUAU3;300;0,16%;113.950.379;Balcão;17/09/2026;18:53:06;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;118;11,44%;113.950.377;Balcão;17/09/2026;18:53:06;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;95;11,44%;113.950.376;Balcão;17/09/2026;18:53:06;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RADL3;2.544;0,32%;113.948.871;Balcão;17/09/2026;18:48:37;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
CSNA3;2.800;6,13%;113.948.856;Balcão;17/09/2026;18:48:37;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
CSNA3;12.684;6,13%;113.949.205;Balcão;17/09/2026;18:48:36;Novo (0);Regular (1);92;RENASCENCA DTVM LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;1.590;0,32%;113.948.851;Balcão;17/09/2026;18:48:36;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;2.370;0,32%;113.948.862;Balcão;17/09/2026;18:48:36;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
CSNA3;2.841;6,13%;113.948.873;Balcão;17/09/2026;18:48:36;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;2.240;0,32%;113.948.868;Balcão;17/09/2026;18:48:36;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;762;0,32%;113.948.872;Balcão;17/09/2026;18:48:36;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;1.405;0,32%;113.948.869;Balcão;17/09/2026;18:48:36;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;2.652;0,32%;113.948.858;Balcão;17/09/2026;18:48:36;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
CSNA3;957;6,13%;113.948.864;Balcão;17/09/2026;18:48:36;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;1.331;0,32%;113.948.870;Balcão;17/09/2026;18:48:36;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;1.449;0,32%;113.948.859;Balcão;17/09/2026;18:48:35;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;1.500;0,32%;113.948.874;Balcão;17/09/2026;18:48:35;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;1.426;0,32%;113.948.854;Balcão;17/09/2026;18:48:35;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
CSNA3;2.000;6,13%;113.948.866;Balcão;17/09/2026;18:48:35;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;2.244;0,32%;113.948.863;Balcão;17/09/2026;18:48:35;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
CSNA3;2.800;6,13%;113.948.865;Balcão;17/09/2026;18:48:35;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;872;0,32%;113.948.853;Balcão;17/09/2026;18:48:35;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
CSNA3;1.168;6,13%;113.948.852;Balcão;17/09/2026;18:48:35;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;2.578;0,32%;113.948.857;Balcão;17/09/2026;18:48:35;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
CSNA3;1.743;6,13%;113.948.861;Balcão;17/09/2026;18:48:35;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
RADL3;2.248;0,32%;113.948.849;Balcão;17/09/2026;18:48:35;Novo (0);Regular (1);1099;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;6003;C6 CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA
