;;;;;;;;;Participante doador;;Participante tomador;
MYPK3;60;0,04%;109.000.576;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
HBOR3;51;1,00%;109.000.577;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AUAU3;500;0,45%;109.000.572;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CVCB3;2.839;3,98%;109.000.575;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;25;0,02%;109.000.573;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBSE3;100;0,67%;109.000.574;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;265;0,02%;109.000.571;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KNCR11;50;0,15%;109.000.562;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;100;0,02%;109.000.569;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BMGB4;370;0,07%;109.000.561;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SANB11;92;6,52%;109.000.560;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;8.000;0,02%;109.000.559;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;5;0,02%;109.000.544;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;100;0,02%;109.000.548;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
COGN3;1.000;0,02%;109.000.549;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
JHSF3;13;2,52%;109.000.543;Balcão;22/07/2026;18:52:59;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;700;0,02%;109.000.550;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;800;0,02%;109.000.545;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;200;0,02%;109.000.551;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;100;0,02%;109.000.554;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BMGB4;630;0,07%;109.000.555;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ECOR3;500;0,06%;109.000.556;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;200;0,02%;109.000.553;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;3.829;0,02%;109.000.557;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;260;0,02%;109.000.547;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
JHSF3;100;2,52%;109.000.558;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;200;0,02%;109.000.546;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ROXO34;16;0,07%;109.000.552;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ECOR3;5;0,06%;109.000.540;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
EGIE3;150;9,72%;109.000.541;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MLAS3;2.000;0,33%;109.000.542;Balcão;22/07/2026;18:52:58;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ECOR3;2.544;0,06%;109.000.568;Balcão;22/07/2026;18:52:55;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBSE3;100;0,67%;109.000.570;Balcão;22/07/2026;18:52:55;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SCAR3;300;5,40%;109.000.567;Balcão;22/07/2026;18:52:55;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
HBOR3;1.000;1,00%;109.000.565;Balcão;22/07/2026;18:52:55;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SANB11;8;6,52%;109.000.563;Balcão;22/07/2026;18:52:55;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TIMS3;799;0,06%;109.000.566;Balcão;22/07/2026;18:52:55;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
HAPV3;88;0,24%;109.000.564;Balcão;22/07/2026;18:52:55;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AURA33;410;0,13%;108.999.897;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
CYRE3;291;0,08%;108.999.898;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
PNVL3;482;0,04%;108.999.903;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
SBSP3;4.791;0,07%;108.999.904;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
VAMO3;330;0,07%;108.999.900;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
AXIA3;4.557;0,03%;108.999.891;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
HYPE3;194;0,08%;108.999.905;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
PRNR3;1.547;0,01%;108.999.902;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
PRNR3;5.200;0,01%;108.999.896;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
CYRE3;6.080;0,08%;108.999.901;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
ALOS3;2.105;0,06%;108.999.899;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
CBAV3;11.492;0,08%;108.999.894;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
XPBR31;259;0,04%;108.999.892;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
TOTS3;1.543;0,07%;108.999.895;Balcão;22/07/2026;18:49:03;Novo (0);Regular (1);39;AGORA CTVM S/A;39;AGORA CTVM S/A
USIM5;300;0,04%;109.000.506;Balcão;22/07/2026;18:48:45;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
USIM5;749;0,04%;109.000.507;Balcão;22/07/2026;18:48:45;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PSSA3;400;0,03%;109.000.539;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RECV3;495;1,90%;109.000.535;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;35;0,20%;109.000.538;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;7;0,20%;109.000.537;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MYPK3;100;0,04%;109.000.536;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ROXO34;1.986;0,07%;109.000.493;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
WEGE3;1;0,03%;109.000.534;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
WEGE3;800;0,03%;109.000.533;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;126;0,11%;109.000.532;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RAIZ4;10.000;9,65%;109.000.530;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;868;0,11%;109.000.531;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
UGPA3;27;0,11%;109.000.529;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;10;0,67%;109.000.527;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;121;0,06%;109.000.525;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;1.700;0,20%;109.000.528;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;16;0,67%;109.000.526;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;1.083;0,11%;109.000.524;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;100;0,67%;109.000.523;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;101;0,67%;109.000.521;Balcão;22/07/2026;18:48:43;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;1;0,67%;109.000.522;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TAEE11;50;0,17%;109.000.520;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PCAR3;500;17,70%;109.000.519;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;100;0,67%;109.000.518;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;3;0,67%;109.000.516;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;23;0,67%;109.000.517;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;111;0,67%;109.000.515;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SMFT3;1;0,07%;109.000.510;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;235;0,67%;109.000.514;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;21;0,67%;109.000.512;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;151;0,67%;109.000.508;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;20;0,67%;109.000.511;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;150;0,67%;109.000.509;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SMFT3;4;0,07%;109.000.513;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;69;0,11%;109.000.505;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;80;0,11%;109.000.504;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
WEGE3;1.915;0,03%;109.000.501;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;200;0,11%;109.000.503;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;4;0,11%;109.000.502;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVT3;30;0,10%;109.000.498;Balcão;22/07/2026;18:48:42;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;100;0,11%;109.000.500;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;11;0,20%;109.000.499;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;723;0,11%;109.000.496;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;3;0,20%;109.000.497;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;9;0,67%;109.000.495;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;236;0,20%;109.000.494;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;80;0,11%;109.000.492;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VBBR3;50;0,07%;109.000.491;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;7;0,06%;109.000.490;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;2;0,20%;109.000.489;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;10;0,02%;109.000.488;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
WEGE3;25;0,03%;109.000.486;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;100;0,67%;109.000.485;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MBRF3;22;6,24%;109.000.487;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MBRF3;2;6,24%;109.000.482;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;2;0,67%;109.000.484;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;4;0,67%;109.000.483;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;10;0,67%;109.000.481;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;10;0,67%;109.000.480;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;111;0,67%;109.000.479;Balcão;22/07/2026;18:48:41;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TAEE11;2;0,17%;109.000.477;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TIMS3;1;0,06%;109.000.478;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TAEE11;20;0,17%;109.000.476;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;111;0,67%;109.000.474;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;1;0,67%;109.000.475;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MBRF3;49;6,24%;109.000.473;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;130;0,67%;109.000.472;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;11;0,67%;109.000.471;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;1;0,67%;109.000.470;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;111;0,67%;109.000.469;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;13;0,67%;109.000.468;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;7;0,67%;109.000.467;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;10;0,11%;109.000.466;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;30;0,67%;109.000.463;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SUZB3;25;0,03%;109.000.465;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;7;0,67%;109.000.464;Balcão;22/07/2026;18:48:40;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;234;0,67%;109.000.462;Balcão;22/07/2026;18:48:39;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;164;0,67%;109.000.461;Balcão;22/07/2026;18:48:39;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MXRF11;960;0,11%;109.000.460;Balcão;22/07/2026;18:48:39;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
