;;;;;;;;;Participante doador;;Participante tomador;
ASAI3;286;23,42%;107.121.095;Balcão;29/06/2026;19:29:27;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;110;23,42%;107.121.109;Balcão;29/06/2026;19:29:27;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;840;23,42%;107.121.117;Balcão;29/06/2026;19:29:27;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;1.344;23,42%;107.121.119;Balcão;29/06/2026;19:29:27;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;403;23,42%;107.121.062;Balcão;29/06/2026;19:29:27;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;1.338;23,42%;107.121.071;Balcão;29/06/2026;19:29:27;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;50;23,42%;107.121.171;Balcão;29/06/2026;19:29:27;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;2.888;23,42%;107.121.058;Balcão;29/06/2026;19:29:27;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;10;2,14%;107.121.245;Balcão;29/06/2026;19:21:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;49;2,14%;107.121.224;Balcão;29/06/2026;19:21:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;1.152;2,14%;107.121.264;Balcão;29/06/2026;19:21:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;49;2,14%;107.121.254;Balcão;29/06/2026;19:21:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;84;2,14%;107.121.314;Balcão;29/06/2026;19:21:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;701;2,14%;107.121.312;Balcão;29/06/2026;19:21:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;118;2,14%;107.121.248;Balcão;29/06/2026;19:21:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;296;2,14%;107.121.228;Balcão;29/06/2026;19:21:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;100;2,14%;107.121.233;Balcão;29/06/2026;19:21:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;596;2,14%;107.121.279;Balcão;29/06/2026;19:21:21;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;180;2,14%;107.121.273;Balcão;29/06/2026;19:21:21;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;45;2,14%;107.121.278;Balcão;29/06/2026;19:21:21;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ITUB3;24;2,14%;107.121.253;Balcão;29/06/2026;19:21:21;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
GGPS3;15.281;0,13%;107.121.297;Balcão;29/06/2026;19:16:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
GGPS3;14.433;0,13%;107.121.246;Balcão;29/06/2026;19:16:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
GGPS3;3.891;0,13%;107.121.238;Balcão;29/06/2026;19:16:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AXIA3;388;0,02%;107.119.190;Eletrônico D+1;29/06/2026;19:14:35;Novo (0);Regular (1);39;AGORA CTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
BPAC11;44;0,02%;107.119.264;Eletrônico D+1;29/06/2026;19:13:43;Novo (0);Regular (1);39;AGORA CTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
USIM5;470;0,06%;107.119.238;Eletrônico D+1;29/06/2026;19:13:43;Novo (0);Regular (1);39;AGORA CTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
RECV3;1.100;1,46%;107.121.323;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;2.397;18,25%;107.121.225;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;1.348;18,25%;107.121.280;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RECV3;1.578;1,46%;107.121.337;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RECV3;158;1,46%;107.121.318;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;226;18,25%;107.121.295;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ENGI11;110;0,10%;107.121.317;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;569;18,25%;107.121.355;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RECV3;17.075;1,46%;107.121.354;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;5.873;18,25%;107.121.285;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RENT3;3.803;0,51%;107.121.266;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RECV3;151;1,46%;107.121.358;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RECV3;9.127;1,46%;107.121.335;Balcão;29/06/2026;19:13:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;122;18,25%;107.121.362;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RECV3;169;1,46%;107.121.351;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RECV3;2.139;1,46%;107.121.324;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RECV3;996;1,46%;107.121.333;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RENT3;153;0,51%;107.121.352;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RENT3;265;0,51%;107.121.342;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;2.724;18,25%;107.121.336;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RECV3;2.824;1,46%;107.121.311;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;308;18,25%;107.121.326;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RENT3;109;0,51%;107.121.229;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;229;18,25%;107.121.261;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;236;18,25%;107.121.268;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RENT3;360;0,51%;107.121.230;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;6.199;18,25%;107.121.226;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RENT3;310;0,51%;107.121.223;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;458;18,25%;107.121.274;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;3.075;18,25%;107.121.247;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RECV3;2.280;1,46%;107.121.343;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;5.312;18,25%;107.121.243;Balcão;29/06/2026;19:13:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PSSA3;60;0,06%;107.216.430;Balcão;29/06/2026;19:07:43;Novo (0);Regular (1);3;XP INVESTIMENTOS CCTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
ITUB3;339;2,14%;107.216.426;Balcão;29/06/2026;19:07:42;Novo (0);Regular (1);3;XP INVESTIMENTOS CCTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
RENT3;12;0,51%;107.216.423;Balcão;29/06/2026;19:07:42;Novo (0);Regular (1);3;XP INVESTIMENTOS CCTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
RENT3;50;0,51%;107.216.417;Balcão;29/06/2026;19:07:42;Novo (0);Regular (1);3;XP INVESTIMENTOS CCTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
RENT3;286;0,51%;107.216.401;Balcão;29/06/2026;19:07:42;Novo (0);Regular (1);3;XP INVESTIMENTOS CCTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
RENT3;388;0,51%;107.216.398;Balcão;29/06/2026;19:07:42;Novo (0);Regular (1);3;XP INVESTIMENTOS CCTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
RIAA3;2;0,21%;107.121.241;Balcão;29/06/2026;19:00:03;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RIAA3;9;0,21%;107.121.242;Balcão;29/06/2026;19:00:03;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RIAA3;34;0,21%;107.121.244;Balcão;29/06/2026;19:00:03;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RIAA3;3;0,21%;107.121.234;Balcão;29/06/2026;19:00:03;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RIAA3;1;0,21%;107.121.239;Balcão;29/06/2026;19:00:03;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SAUD3;4.141;0,33%;107.121.356;Balcão;29/06/2026;18:58:34;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SAUD3;1.495;0,33%;107.121.307;Balcão;29/06/2026;18:58:34;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SAUD3;124;0,33%;107.121.299;Balcão;29/06/2026;18:58:31;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SAUD3;845;0,33%;107.121.347;Balcão;29/06/2026;18:58:31;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SAUD3;541;0,33%;107.121.302;Balcão;29/06/2026;18:58:30;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SAUD3;625;0,33%;107.121.327;Balcão;29/06/2026;18:58:30;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SAUD3;729;0,33%;107.121.300;Balcão;29/06/2026;18:58:30;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MOVI3;69;0,11%;107.215.123;Balcão;29/06/2026;18:57:20;Novo (0);Regular (1);59;SAFRA CORRETORA DE VALORES E CAMBIO LTDA;59;SAFRA CORRETORA DE VALORES E CAMBIO LTDA
MOVI3;366;0,11%;107.215.135;Balcão;29/06/2026;18:57:20;Novo (0);Regular (1);59;SAFRA CORRETORA DE VALORES E CAMBIO LTDA;59;SAFRA CORRETORA DE VALORES E CAMBIO LTDA
SMTO3;2.081;5,93%;107.121.338;Balcão;29/06/2026;18:55:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SMTO3;2.465;5,93%;107.121.360;Balcão;29/06/2026;18:55:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SMTO3;1.428;5,93%;107.121.346;Balcão;29/06/2026;18:55:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SMTO3;870;5,93%;107.121.359;Balcão;29/06/2026;18:55:46;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SMTO3;174;5,93%;107.121.357;Balcão;29/06/2026;18:55:46;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;168;0,02%;107.217.223;Balcão;29/06/2026;18:54:53;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;866;0,02%;107.217.224;Balcão;29/06/2026;18:54:53;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;301;0,19%;107.217.212;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;5.494;0,19%;107.217.218;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;104;0,19%;107.217.215;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;149;0,19%;107.217.195;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;673;0,02%;107.217.222;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;10.746;0,19%;107.217.194;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;12.908;0,02%;107.217.203;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;109.413;0,02%;107.217.225;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;9.478;0,02%;107.217.213;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;9.377;0,19%;107.217.200;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;257;0,19%;107.217.191;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;9.239;0,02%;107.217.208;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;110;0,02%;107.217.221;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;935;0,19%;107.217.201;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;58.675;0,19%;107.217.198;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;2.957;0,02%;107.217.197;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;1.080;0,19%;107.217.196;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;15.177;0,02%;107.217.216;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;8.599;0,19%;107.217.211;Balcão;29/06/2026;18:54:52;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;5.639;0,02%;107.217.217;Balcão;29/06/2026;18:54:51;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;261;0,02%;107.217.199;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;9.691;0,19%;107.217.219;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;47.833;0,19%;107.217.214;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;960;0,02%;107.217.210;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;515;0,02%;107.217.192;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;2.968;0,02%;107.217.206;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;53.395;0,19%;107.217.204;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;1.494;0,19%;107.217.190;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;2.353;0,19%;107.217.205;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;17.168;0,02%;107.217.184;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;107;0,02%;107.217.209;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;10.671;0,02%;107.217.207;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;13.739;0,19%;107.217.220;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;2.244;0,19%;107.217.187;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;1.692;0,02%;107.217.202;Balcão;29/06/2026;18:54:49;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;15.442;0,02%;107.217.188;Balcão;29/06/2026;18:54:48;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;1.688;0,02%;107.217.193;Balcão;29/06/2026;18:54:48;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;2.090;0,19%;107.217.189;Balcão;29/06/2026;18:54:48;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;413;0,19%;107.217.185;Balcão;29/06/2026;18:54:48;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;12.831;0,19%;107.217.186;Balcão;29/06/2026;18:54:48;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LIGT3;3.904;13,65%;107.121.267;Balcão;29/06/2026;18:54:39;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LIGT3;1.443;13,65%;107.121.271;Balcão;29/06/2026;18:54:39;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LIGT3;2.267;13,65%;107.121.306;Balcão;29/06/2026;18:54:39;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LIGT3;2.771;13,65%;107.121.236;Balcão;29/06/2026;18:54:39;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LIGT3;867;13,65%;107.121.321;Balcão;29/06/2026;18:54:36;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
NASD11;15.000;0,11%;107.217.182;Balcão;29/06/2026;18:52:17;Novo (0);Regular (1);93;NOVA FUTURA CTVM LTDA;1130;STONEX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
GMAT3;1.569;3,05%;107.121.270;Balcão;29/06/2026;18:51:27;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
GMAT3;1.149;3,05%;107.121.322;Balcão;29/06/2026;18:51:27;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
GMAT3;397;3,05%;107.121.301;Balcão;29/06/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
GMAT3;311;3,05%;107.121.293;Balcão;29/06/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
GMAT3;29;3,05%;107.121.325;Balcão;29/06/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
NASD11;79.265;0,11%;107.217.183;Balcão;29/06/2026;18:49:04;Novo (0);Regular (1);3;XP INVESTIMENTOS CCTVM S/A;8;UBS BRASIL CCTVM S/A
NASD11;60.000;0,11%;107.201.113;Balcão;29/06/2026;18:48:12;Novo (0);Regular (1);93;NOVA FUTURA CTVM LTDA;93;NOVA FUTURA CTVM LTDA
CSNA3;42;0,21%;107.137.854;Balcão;29/06/2026;18:46:33;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;1.048;0,21%;107.137.834;Balcão;29/06/2026;18:46:33;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;212;0,21%;107.137.865;Balcão;29/06/2026;18:46:33;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;612;0,21%;107.137.835;Balcão;29/06/2026;18:46:33;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSAN3;17.658;0,89%;107.216.385;Balcão;29/06/2026;18:44:56;Novo (0);Regular (1);3;XP INVESTIMENTOS CCTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
ECOR3;6.830;0,11%;107.144.042;Balcão;29/06/2026;18:41:33;Novo (0);Regular (1);59;SAFRA CORRETORA DE VALORES E CAMBIO LTDA;59;SAFRA CORRETORA DE VALORES E CAMBIO LTDA
BEEF3;100;6,20%;107.146.635;Balcão;29/06/2026;18:40:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
LWSA3;34;0,16%;107.216.399;Balcão;29/06/2026;18:40:24;Novo (0);Regular (1);3;XP INVESTIMENTOS CCTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
LWSA3;4.400;0,16%;107.216.408;Balcão;29/06/2026;18:40:23;Novo (0);Regular (1);3;XP INVESTIMENTOS CCTVM S/A;3;XP INVESTIMENTOS CCTVM S/A
CYRE3;234;0,08%;107.121.292;Balcão;29/06/2026;18:40:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;1.134;0,08%;107.121.232;Balcão;29/06/2026;18:40:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;410;0,08%;107.121.308;Balcão;29/06/2026;18:40:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;1.357;0,08%;107.121.282;Balcão;29/06/2026;18:40:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;2.188;0,08%;107.121.286;Balcão;29/06/2026;18:40:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;67;0,08%;107.121.256;Balcão;29/06/2026;18:40:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;392;0,08%;107.121.310;Balcão;29/06/2026;18:40:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;635;0,08%;107.121.249;Balcão;29/06/2026;18:40:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;244;0,08%;107.121.291;Balcão;29/06/2026;18:40:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;383;0,08%;107.121.284;Balcão;29/06/2026;18:40:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;2.460;0,08%;107.121.341;Balcão;29/06/2026;18:40:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;607;0,08%;107.121.265;Balcão;29/06/2026;18:40:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;58;0,08%;107.121.281;Balcão;29/06/2026;18:40:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;4.526;0,08%;107.121.250;Balcão;29/06/2026;18:40:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CYRE3;1.060;0,08%;107.121.294;Balcão;29/06/2026;18:40:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
