;;;;;;;;;Participante doador;;Participante tomador;
SPXB11;425;0,15%;108.533.204;Balcão;16/07/2026;18:41:40;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SVAL11;245;7,00%;108.533.250;Balcão;16/07/2026;18:40:13;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;311;0,15%;108.533.251;Balcão;16/07/2026;18:40:12;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;244;0,15%;108.533.253;Balcão;16/07/2026;18:40:12;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;310;0,15%;108.533.252;Balcão;16/07/2026;18:40:12;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;500;0,15%;108.533.247;Balcão;16/07/2026;18:40:12;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;316;0,15%;108.533.246;Balcão;16/07/2026;18:40:09;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
WEGE3;12.687;0,03%;108.533.248;Balcão;16/07/2026;18:40:09;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;345;0,15%;108.533.238;Balcão;16/07/2026;18:40:09;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
TEPP11;27.120;7,32%;108.533.245;Balcão;16/07/2026;18:40:09;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;330;0,15%;108.533.239;Balcão;16/07/2026;18:40:09;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;331;0,15%;108.533.235;Balcão;16/07/2026;18:40:08;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;346;0,15%;108.533.241;Balcão;16/07/2026;18:40:08;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;696;0,15%;108.533.249;Balcão;16/07/2026;18:40:08;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;320;0,15%;108.533.237;Balcão;16/07/2026;18:40:08;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;316;0,15%;108.533.240;Balcão;16/07/2026;18:40:08;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;355;0,15%;108.533.242;Balcão;16/07/2026;18:40:08;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
CMIN3;792;22,52%;108.533.230;Balcão;16/07/2026;18:40:05;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;347;0,15%;108.533.232;Balcão;16/07/2026;18:40:05;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;688;0,15%;108.533.236;Balcão;16/07/2026;18:40:05;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
TAEE11;334;0,20%;108.533.244;Balcão;16/07/2026;18:40:05;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;174.800;0,05%;108.533.187;Balcão;16/07/2026;18:40:04;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;552;0,15%;108.533.221;Balcão;16/07/2026;18:40:04;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;367;0,15%;108.533.224;Balcão;16/07/2026;18:40:04;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;332;0,15%;108.533.234;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
COIN11;2.622;10,00%;108.533.223;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;363;0,15%;108.533.243;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;519;0,15%;108.533.220;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
CMIN3;817;22,52%;108.533.233;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;350;0,15%;108.533.227;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
XRPH11;3.219;2,00%;108.533.222;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;369;0,15%;108.533.225;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;357;0,15%;108.533.228;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;345;0,15%;108.533.226;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;580;0,15%;108.533.219;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;770;0,15%;108.533.217;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
CMIN3;823;22,52%;108.533.209;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;350;0,15%;108.533.214;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;842;0,15%;108.533.194;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
CMIN3;845;22,52%;108.533.198;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;712;0,15%;108.533.208;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;777;0,15%;108.533.212;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;425;0,15%;108.533.196;Balcão;16/07/2026;18:40:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;371;0,15%;108.533.210;Balcão;16/07/2026;18:40:02;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;375;0,15%;108.533.215;Balcão;16/07/2026;18:40:02;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;400;0,15%;108.533.211;Balcão;16/07/2026;18:40:02;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;730;0,15%;108.533.229;Balcão;16/07/2026;18:40:02;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;745;0,15%;108.533.231;Balcão;16/07/2026;18:40:01;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;573;0,15%;108.533.218;Balcão;16/07/2026;18:40:01;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;709;0,15%;108.533.216;Balcão;16/07/2026;18:40:01;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
CMIN3;834;22,52%;108.533.205;Balcão;16/07/2026;18:40:01;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;540;0,15%;108.533.213;Balcão;16/07/2026;18:40:01;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;420;0,15%;108.533.195;Balcão;16/07/2026;18:40:00;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
CMIN3;830;22,52%;108.533.197;Balcão;16/07/2026;18:40:00;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;800;0,15%;108.533.192;Balcão;16/07/2026;18:40:00;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;404;0,15%;108.533.206;Balcão;16/07/2026;18:40:00;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;350;0,15%;108.533.207;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
CMIN3;831;22,52%;108.533.193;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;809;0,15%;108.533.199;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;592;0,15%;108.533.200;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;639;0,15%;108.533.184;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;601;0,15%;108.533.201;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;584;0,15%;108.533.202;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;457;0,15%;108.533.186;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;600;0,15%;108.533.203;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;443;0,15%;108.533.185;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;273.991;0,05%;108.533.181;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
BBSE3;160;0,06%;108.533.175;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;126.497;0,05%;108.533.173;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;139.099;0,05%;108.533.174;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;879;0,15%;108.533.180;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;605;0,15%;108.533.190;Balcão;16/07/2026;18:39:59;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
CMIN3;837;22,52%;108.533.191;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;480;0,15%;108.533.178;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;654;0,15%;108.533.183;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;611;0,15%;108.533.176;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
FATN11;428;14,09%;108.533.177;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
CMIN3;850;22,52%;108.533.179;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;624;0,15%;108.533.182;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;485;0,15%;108.533.172;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
NATU3;25.970;262,99%;108.533.171;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
BITC11;601;0,15%;108.533.168;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
EGIE3;496;15,19%;108.533.166;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;442;0,15%;108.533.189;Balcão;16/07/2026;18:39:56;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;848;0,15%;108.533.170;Balcão;16/07/2026;18:39:55;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;664;0,15%;108.533.165;Balcão;16/07/2026;18:39:55;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
ALOS3;83.795;0,06%;108.533.169;Balcão;16/07/2026;18:39:55;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SANB11;19;0,69%;108.533.167;Balcão;16/07/2026;18:39:55;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SPXB11;606;0,15%;108.533.188;Balcão;16/07/2026;18:39:55;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
SANB11;38.000;0,69%;108.530.383;Balcão;16/07/2026;18:39:34;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
MBRF3;14.205;7,28%;108.529.402;Eletrônico D+1;16/07/2026;18:37:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;10.000;0,05%;108.533.159;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;9.617;0,05%;108.533.161;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;9.064;0,05%;108.533.160;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;8.700;0,05%;108.533.162;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;9.960;0,05%;108.533.163;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;9.968;0,05%;108.533.153;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;10.300;0,05%;108.533.155;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;10.900;0,05%;108.533.151;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;10.000;0,05%;108.533.157;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;10.100;0,05%;108.533.152;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;8.569;0,05%;108.533.149;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;8.600;0,05%;108.533.148;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;7.548;0,05%;108.533.156;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;8.400;0,05%;108.533.158;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;9.120;0,05%;108.533.150;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;14.040;0,05%;108.533.145;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;13.774;0,05%;108.533.146;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;10.836;0,05%;108.533.147;Balcão;16/07/2026;18:36:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;9.200;0,05%;108.533.154;Balcão;16/07/2026;18:36:49;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;10.000;0,05%;108.533.144;Balcão;16/07/2026;18:36:49;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;36.500;0,05%;108.533.143;Balcão;16/07/2026;18:36:47;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;26.300;0,05%;108.533.142;Balcão;16/07/2026;18:36:43;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;20.434;0,05%;108.533.141;Balcão;16/07/2026;18:36:43;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
MOTV3;200;0,06%;108.533.138;Balcão;16/07/2026;18:35:15;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;33.882;0,05%;108.533.139;Balcão;16/07/2026;18:35:10;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
WEGE3;200;0,03%;108.533.128;Balcão;16/07/2026;18:35:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
BITC11;1.205;0,15%;108.533.134;Balcão;16/07/2026;18:35:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
MOTV3;440;0,06%;108.533.136;Balcão;16/07/2026;18:35:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
ABEV3;38;0,09%;108.533.137;Balcão;16/07/2026;18:35:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
MOTV3;337;0,06%;108.533.131;Balcão;16/07/2026;18:35:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
MOTV3;5.173;0,06%;108.533.140;Balcão;16/07/2026;18:35:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
WEGE3;1.200;0,03%;108.533.135;Balcão;16/07/2026;18:35:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
B3SA3;12.083;0,04%;108.533.129;Balcão;16/07/2026;18:35:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
MOTV3;107;0,06%;108.533.133;Balcão;16/07/2026;18:35:03;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
ALOS3;2.085;0,06%;108.533.130;Balcão;16/07/2026;18:35:00;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
WEGE3;49;0,03%;108.533.132;Balcão;16/07/2026;18:35:00;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;52.480;0,05%;108.533.104;Balcão;16/07/2026;18:34:54;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
VAMO3;3.362;0,08%;108.533.127;Balcão;16/07/2026;18:34:54;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
NATU3;4.406;262,99%;108.533.118;Balcão;16/07/2026;18:34:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
MOTV3;9.215;0,06%;108.533.120;Balcão;16/07/2026;18:34:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
MOTV3;18.494;0,06%;108.533.116;Balcão;16/07/2026;18:34:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGRC11;2.275;1,39%;108.533.123;Balcão;16/07/2026;18:34:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
NATU3;898;262,99%;108.533.124;Balcão;16/07/2026;18:34:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
GGBR4;666;0,05%;108.533.125;Balcão;16/07/2026;18:34:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
MOTV3;23.412;0,06%;108.533.119;Balcão;16/07/2026;18:34:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
VAMO3;220;0,08%;108.533.117;Balcão;16/07/2026;18:34:53;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
MOTV3;10;0,06%;108.533.121;Balcão;16/07/2026;18:34:52;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
UTLL11;498;0,10%;108.533.114;Balcão;16/07/2026;18:34:51;Novo (0);Regular (1);85;BTG PACTUAL CTVM S/A;85;BTG PACTUAL CTVM S/A
